,BGGId,Name,Description,NumUserRatings,ImagePath,NumOwned,YearPublished,GameWeight,AvgRating,MinPlayers,MaxPlayers,MfgPlaytime,MfgAgeRec,Rank:boardgame
76,243,Advanced Squad Leader,advanced squad leader completely reorganize redesign version original squad leader system threere binder basic rule entire system provide ultimate combination playability detail fullcolor chart beautiful picture readable rulebook   include fullservice index quick referenceand asl quotsquadsquot   system include rule machine gun bazookas tank ordnance weapon paratrooper drop glider landing beach assault set rule constantly keep date expansion include modulesasl goal scenariodefine vary task exit troop edge board inflict certain number casualty point oppose force capture certain number goal building areasthis rulebook start play game newcomer valor asl module   great asl module available quotcore modulesquot provide additional rule unit different nationality additional geomorphic mapboard quothistorical modulesquot provide campaign game simulate multiday battle actual historical map geomorphic mapboard include additional rule counter paper map module dependency early modulesrulebook content     introduction     chapter b c d h design german amp russian vehicle note j st edition     chapter b c d e h design german amp russian vehicle note j k nd edition     index amp glossaryst edition additional changeschapter     chapter e yanks asl module      chapter f west alamein asl module      chapter g code bushido asl module    gung ho asl module      chapter k paratrooper asl module       revise rulebook page   b f   mark quotquot croix de guerre asl module nd edition additional chapter     chapter g rise sun asl module note description asl rulebook publish separately asl family check game wiki,3577,https://cf.geekdo-images.com/RaYWgwcNIv7cSnlkioz62g__original/img/GJuJt5xdy3qSKiDiknIzsBlne7Q=/0x0/filters:format(jpeg)/pic771969.jpg,5903,1985,4.7321,8.00152,2,2,480,14,350
77,249,Lifeboats,know rette sich wer kann man time refer lifeboat game pure negotiation game put different spin typical ocean catastrophe   s boat accident ragtag group lifeboat try way island horizon   boat forward progress give turn player try convince vote particular favorite   complicate matter sailor nt decide boat want constantly jump boat swim   nt boat spring leak turn   boat maximum occupancy leak occur player vote decide toss shark,3472,https://cf.geekdo-images.com/wcjYK7MwVpOf_V7zcOEcdQ__original/img/obGvnlB_BqyPjgR6K45RmZ3OE9w=/0x0/filters:format(jpeg)/pic166390.jpg,3714,1993,1.7862,6.58545,3,6,90,12,1710
78,256,Mississippi Queen,light fun family game player race paddleboat mississippi pick passenger way   onboard coal supply limit ship acceleration maneuver carefully plan   interestingly twist turn river unknown start game reveal ship progress downstreamexpande      mississippi queen black rise,3922,https://cf.geekdo-images.com/JkZ5KTRdQwX9IHNsviQ3Sg__original/img/S2SHNFd-dGs_oBxnTNrzNFm-fnU=/0x0/filters:format(jpeg)/pic174176.jpg,5844,1997,1.6949,6.33296,3,5,45,10,2202
79,257,Kill Doctor Lucky,notorious game inversion clue hate doctor lucky maybe leave maybe kill pet rock reason want dead unfortunately player nt want jail need attempt secret anybody whistle nonchalantly let doctor live   timeplayer mansion collect murder weapon murder attempt strong   doubly weapon appropriate location failure card thwart opponent plan movement card try doctor lucky secluded location inevitable demise player try convince use failure card well attempt come,6661,https://cf.geekdo-images.com/HzSvdAtAiktVmdTfDEIayA__original/img/hdvDZLMGdx5EDOQFlKj8GcZkTp8=/0x0/filters:format(jpeg)/pic2923257.jpg,11087,1996,1.646,6.15477,3,8,45,12,2675
80,258,Fluxx,fluxx card game card determine current rule game play card change numerous aspect game draw card play card winat start game player hold card turn player draw card play card play card new rule play change numerous aspect game card draw play card hold hand table importantly win game edition theme sibling promo card available,16438,https://cf.geekdo-images.com/ZBQHRlhd32wt4F_zgeic6w__original/img/6-0pkob0RUXgRyxGPJ2ZKyYObxw=/0x0/filters:format(jpeg)/pic2405641.jpg,27896,1997,1.3897,5.67195,2,6,30,8,9171
81,265,Intrigue,pure negotiation game pit player renaissance era family engage rampant nepotism   player seek position family business pursuit player offer bribe   accept bribe buy player absolutely obligation honor high briber verbal deal   word game viciousthe new amigo edition come main difference fx schmid amigo version fx schmid version use housesbuilding player value     amigo version use buildingshouse player value      accordingly fx schmid version profession   knight merchant lawyer writer clergy   amigo version retain clergy writer add chemist doctor,2624,https://cf.geekdo-images.com/l8ki305GFjjmrRworLUzLw__original/img/8Gjm0OPOkdkuZBovbvB951n_g0g=/0x0/filters:format(jpeg)/pic182825.jpg,3846,1994,1.9351,6.36969,3,5,45,14,2416
82,278,Catan Card Game,catan card game bear slight resemblance settler catan original game catan series   resource wool wood brick grain ore gold begin game player receive square card show resource different die number card addition player start game village card road card connect card stack road village city purchase game new village city come new resource card village city victory pointswhen number die roll instead collect card player rotate corresponding card   degree indicate gain resource ie brick card show picture brick edge card brick clockwise edge brick edge zero brick fourth edge event die possible outcome      reward player knight point windmill point picture windmill card      bonus resource      attack player resource      special event   civil war conflict master builder plague productive year progress        expansion card stack center table begin game player choose stack choose card hold hand fortytwo expansion card require spend resource play gain civic improvement knight civic improvement serve useful function add victory point card action benefit player harm player pay card use action card blindly draw replacement unwanted unusable card trade future turn card flag indicate victory pointswhoever victory point win gamethe anniversary edition game jubilaumlumsausgabe edition find separate game entry,13269,https://cf.geekdo-images.com/CRCOv0p4FgZaze_3fGuhIA__original/img/OiugGzMENFVOzMTKBFZnEVOPzto=/0x0/filters:format(jpeg)/pic706443.jpg,22694,1996,2.4478,6.71379,2,2,120,10,1013
83,320,Scrabble,classic word game player use seven draw lettertile form word gameboard   word lay earn point base commonality letter certain board space give bonus   word play use alreadyplayed tile add alreadyplayed word   lead slightly tactical play potential word reject opponent access well bonus spacesskipacross license selchow amp righter manufacture cadaco game identical rule skipacross tile rack cardboard instead wood game publish scrabble game manufacture meet demand,28041,https://cf.geekdo-images.com/mVmmntn2oQd0PfFrWBvwIQ__original/img/11jrKPiOVTNl5NwX83KGtTZEq40=/0x0/filters:format(jpeg)/pic404651.jpg,50936,1948,2.0878,6.2753,2,4,90,10,1900
84,327,Loopin' Louie,loopin louie batterypowered motor place center table rotate boom little plastic plane radial arm lead player barn chicken try protect barn little lever knock rotate plane away chicken hopefully else player chicken remain win game silly addictiveextremely similar version game different theme available,8662,https://cf.geekdo-images.com/e9CWevSJC03NzLybnCKEVQ__original/img/FZ8ti8jTLQPuHuQHWDt0hE6YHDs=/0x0/filters:format(png)/pic4025029.png,10857,1992,1.0517,6.76431,2,4,10,4,993
85,337,Circus Flohcati,circus flohcati player collect act flea circus score point game contain type color act act value   pointson turn choose faceup card table add hand flip card deck add card display flip action card action mdash steal card opponent mdash turn end flip card color faceup card instead discard newly reveal card turn end get face option collect faceup card reveal new cardif turn card value hand play trio table guarantee   point game end reveal act hand deck exhaust score highestvalue act color avoid take duplicate color ditch trio act hand score point quotgala showquot bonus high score winsedition circus flohcati bear player count     nt differ rule nature component,2615,https://cf.geekdo-images.com/jXlUcM3jbuxMtMNlN96A5w__original/img/4xer0rjfmhNSYgf8rSXG7d7leac=/0x0/filters:format(jpeg)/pic3521285.jpg,3523,1998,1.2233,6.62624,2,5,15,6,1866
86,339,Quiddler,quiddler challenge player create word everincrease number letter card hand game last round card deal player round card second card letter point valueon turn player draw card deck discard pile discard card player able use card hand leave discard spell word mdash contain card mdash place word table player take final turn play card word player score add point value card word subtract point card remain hand addition player word player long word receive   bonus point case tie receive bonus high score round winsquiddler include rule solo variant,3227,https://cf.geekdo-images.com/PKiBxGLQO5a4Sy4XmjvPWw__original/img/ANx-XmQmAx63y5U13GgfXAyJe04=/0x0/filters:format(jpeg)/pic1753681.jpg,7395,1998,1.4273,6.07907,1,8,30,8,3549
87,340,Frank's Zoo,game play hand hand player try rid card score base early hand rid card way play play hand play play game change partnersthis climbing game similar great dalmuti tichu   difference rank different kind colorfully illustrate animal scared away certain animal   player set card particular variety play pile animal equal number animal scare away   player point play card collect lion collect hedgehog,3468,https://cf.geekdo-images.com/dXHSByexcYHcdgdGJP8mww__original/img/JFAGVJU4DsfDFf6OOoy1sVWmxyM=/0x0/filters:format(jpeg)/pic197395.jpg,5119,1999,1.5335,6.60839,3,7,60,10,1640
88,354,Stick 'Em,tricktaking card game stick em release sticheln player seek gather point hand take card possible color try avoid card color choosingin detail beginning hand player simultaneously select reveal card hand color card represent quotpainquot color end hand card color ve collect include initial choice hand worth negative point equal card face value card color player collect worth   pointto play hand active player lead card player clockwise order play card card color play high card collect card lead trick card color play high card color initially lead collect card lead trick exception zero card win trick effect color play particular trick nt match color card lead consider trump card high trump win event tie early play card break tieplay hand number player game sum player point hand determine winnersome version sticheln allow play player fourth german edition game include card allow play player version allow player play game hattrick designer rule game include variant,3105,https://cf.geekdo-images.com/y9n_OHYdYjAZ4dEPadZ60w__original/img/zaPFle6nXVIoDXcDf2JXw4pwZ-E=/0x0/filters:format(png)/pic5282281.png,4509,1993,1.9237,7.04365,3,8,60,10,1063
89,361,Hare & Tortoise,winner spiel des jahres award   hare tortoise german hase und igel hare hedgehog regard classic game   cunningly design race finish fuel carrot practically run   carrot few moment hit finish line   lettuce card spend course race   far carrot spend variety way gain lose carrot track   clever exercise arithmetic david parlett fashion entertaining unique perennial favoritethere variation multiple print hare amp tortoise different publisher   variation come method add randomness favor lag player card dice dice chart land hare square       parlett strategic variant   designer prefer way play hare square quot land hare square miss turn equivalent hare take nap aesop fable rule favour prefer simply land allquot       tournament jug hare rule   land hare square immediately go past draw   carrot pay   carrot carrot patch player go past direction source httpwwwparlettgamesukharetorthtjugharehtmlnew,4424,https://cf.geekdo-images.com/rX7uZ5UCbVV61tNCTnZTmg__original/img/p_Anw8ONur9oiVEQRORAffwP0Po=/0x0/filters:format(jpeg)/pic275126.jpg,6640,1973,1.9358,6.63082,2,6,45,8,1477
90,372,Schotten Totten,schotten totten boundary stone lie opponent   build pokerlike formation card   play higherranking formation win stone   unique twist use power logic claim stone opponent play card demonstrate stone impossible win   successfully claim stone adjacent stone win gamein   gmt publish rethemed version battle line include extra   quottacticsquot card modify standard game play card run     instead     edition schottentotten quottacticsquot card tooschottentotten faq,8528,https://cf.geekdo-images.com/69mwXe7c6HNYmT6S35Y4zg__original/img/C5YBiD7Qhpkf5FO1GteEjo9KRVE=/0x0/filters:format(jpeg)/pic2932872.jpg,13724,1999,1.7244,7.32098,2,2,20,8,402
91,382,Heimlich & Co.,game board heimlich amp co oval movement track point allocate space seven differently color quotspiesquot place board player turn roll dice move combination character forward number space newlymove spy score point base new location trick player color nt know end game player encourage deduce color belong whomheimlich amp co include advanced rule allow player score point end game correctly guess everyone identityquotheimlichquot way german adjective meaning secretly slyly,3496,https://cf.geekdo-images.com/dTrLw84p0NUyaMnYkqmxew__original/img/okJYlpkuIRWDcrmaSI-L2_mCpu0=/0x0/filters:format(png)/pic3989541.png,5446,1984,1.485,6.44352,2,7,30,8,2004
92,394,Kahuna,originally publish   arabanaikibiti designer publisher bambus spieleverlag reprint funagain kosmo kahuna ndash kosmos twoplayer series ndash well know implementation designit twoplayer game play board depict island player use card place bridge island remove opponent bridge majority bridge island place marker stone remove opponent bridge island ndash cause lose bridge majority adjacent island lose marker stone therethe game play round round end card face deck face card take point score island marker stone game end soon player absolutely bridge leave boardthe kosmos edition excellent graphic nice wooden piece play wellreimplement      arabanaikibitireimplemente      kanaloa,8783,https://cf.geekdo-images.com/UdhhVlmQihMbvlNSvY1lUA__original/img/eFUPl6jyG6enyuTqqEE-4vGw7NI=/0x0/filters:format(jpeg)/pic2606165.jpg,12443,1998,2.0541,6.6242,2,2,40,10,1194
93,398,Wildlife Safari,wildlife safari originally publish amigo flinke pinke game painfully simple reiner knizia game different colored chip card zero color   card deal player turn play card take available chip   color card play game player use card play category value chip   high total value winsdescription   milton bradley reissue quandary   playersa game placement share nerve reiner knizia lovely edition nice heavy tile akin mahjong piece weight feel player turn lie number piece track curl centre share colour round end track fill scoring base total share multiply value final tile play track collect blue share ill try lie blue   near possible ll want play blue   raise possible score share different colour game different productiondescription   fantasy flight game reissue loco   playershere fourth version game originally flinke pinke time add quotrulequot play card value quotquot quotlocoquot aloud forfeit opportunity select color chip   apart game identicaldescription   eaglegryphon games game reissue botswana   playersthis fifth version game add safari theme rule gameplay unchanged original version rule animal noise chip replace plastic animal figure card cover match animal fur pattern   gryphon game release new edition game wildlife safari feature component artwork change title game,2862,https://cf.geekdo-images.com/IUSMcTL4sRrx7QHop9ar2Q__original/img/OM9kHD1DPklV1KZ13ZYZuJFrfH0=/0x0/filters:format(jpeg)/pic5289262.jpg,3445,1994,1.2945,6.64268,2,5,30,7,1706
94,421,1830: Railways & Robber Barons,  famous xx game thing gamer like game game chance element player wish play game move outcome alsothis game take basic mechanic tresham   add new element player seek money buy sell stock share company locate eastern united states map stock manipulation aspect game widelyregarde good board actually fairly abstract hexagonal system track tile place hex plus xx title add new different element game game feature private rail company extremely vicious robber baron orient stock market game finish bank run money player force declare bankruptcy player great personal holding winsthe   version   publish mayfair game partnership lookout game germany publication develop license francis tresham cooperation bruce shelley original   developer version contain rule component francis treshams original classic design fasterplaying basic game new variant world good railroad game developer,4954,https://cf.geekdo-images.com/3EmD1SEI5fVpR4rbdkU0AA__original/img/M6qiL7ZNU_mjgZXHZjOrVxNamfU=/0x0/filters:format(jpeg)/pic882119.jpg,7548,1986,4.1642,7.86873,2,7,360,14,216
95,432,6 nimmt!,  nimmt aka category   name want score point possibleto play game shuffle   number card lie card faceup start row deal card player turn player simultaneously choose reveal card hand add card row card place ascend order base number specifically card place row end high number s card number sixth card place row owner card claim card sixth card card new rowin addition number     card point value finish round player tally score game end category   end player score great   example   nimmt end top   happen player few point win nimmt work   player dynamic gameplay change player variant game use   card   card   card etc instead   card etc number player change allow know card play allow track card play theoretically well choice card play,22670,https://cf.geekdo-images.com/JFhLVSRFQ2mtWRNHgbZ3Wg__original/img/9fIiXGmstIfL7rLvn9pNXM1Bw6Q=/0x0/filters:format(jpeg)/pic2602138.jpg,31571,1994,1.2053,6.92892,2,10,45,8,597
96,437,Master Labyrinth,early master labyrinth different   dragonthemed master labyrinthpart ravensburger labyrinth games series game base simple original labyrinth game play board maze tile straight l t shape corridor randomly arrange   player represent board little wizard pawn   player wizardsintraine charge explore maze find ingredient number chip need wizard   trick chip claim numerical order   novel aspect game player mutate maze slide tile board hopefully enable travel ingredient   twentyone item claim high total score win player hold secret recipe worth bonus point able capture specific ingredient,2540,https://cf.geekdo-images.com/aO1Yr8UG_2EsWh3s2WoF4g__original/img/UX6fkyg90dLUn0OY5GjTt1ejdfU=/0x0/filters:format(jpeg)/pic2888783.jpg,4862,1991,1.7938,6.29365,2,4,30,10,2774
97,438,Scotland Yard,scotland yard player take role mr x job point point map london take taxi bus subway detective ndash remain player act concert ndash similarly effort space mr x criminal mode transportation nearly know exact location know intermittently gamethe   fare ticket   black   pink underground   green bus    yellow taxisimilar     fury dracula     clue great museum caper     ghost chase     letter whitechapel     garibaldi escape,14960,https://cf.geekdo-images.com/NbHZjHmQcA5_TenhVJtJ3w__original/img/qFCcZlvle2mEEI9NuK6mVra7JNY=/0x0/filters:format(jpeg)/pic4527702.jpg,24773,1983,1.9547,6.51192,3,6,45,10,1312
98,442,Um Reifenbreite,translate quotby width tirequot game cover tour de francetype bicycle race   player take control fourmember racing team goal score point possible team   movement primarily handle dice limited card set partially replace die result   add unique rule allow rider draft multiple kind road surface game offer race fanshomas tour original edition cycle racing game later know um reifenbreite copy original game destroy warehouse fire   combination sudden rarity recognition good game mean homas tour desirable particularly collector save money enjoy um reifenbreite,2242,https://cf.geekdo-images.com/rAVVAKie8Ujp0wEZzAfBAQ__original/img/-obi9KyxHXw2VDktyR-yQVNnO-I=/0x0/filters:format(jpeg)/pic103131.jpg,3718,1979,1.9591,6.80103,2,4,90,8,1646
99,463,Magic: The Gathering,             game system                  entry allow discussionrate game system specific product release version appear individual item page      official website   magic game play role planeswalkermdasha powerful wizard fight planeswalker glory knowledge conquest deck card represent weapon arsenal contain spell know creature summon fight youthis grandfather collectible card game ccg genre   card categorize common uncommon rare mythic rare   player collect card build deck collectionplayer build deck card duel opponent deck   player wizard attempt reduce opponent life total zero   player reduce opponent life zero meet set win condition win gamean important game deck construction prior actual game select card include particular deck   nearly   different card build deckcard land usually generate mana color spell require certain mana   card creature artifact enchantment stay board continue affect game onetime effectplayer randomly draw spell play turn   limit choice lot strategy play spell   robust list game mechanic include intricate rule reactive card play call quotthe stackquot provide rich tactic tough choice turnthough traditionally twoplayer duel casual tournament format magic allow player play,34127,https://cf.geekdo-images.com/CxJmNl4wR4InjqyNrMdBTw__original/img/TKQgvl_i6zVYld8Gac8oU-c2ezE=/0x0/filters:format(jpeg)/pic163749.jpg,37465,1993,3.2219,7.53543,2,2,20,13,155
100,466,Inkognito,game description publisherthe goal agent inkognito complete mission partner beginning game player nt know mission fulfillin standard fourplayer game player guide secret agent character ally pair lord fiddlebottom colonel bubble partner agent x madame zsa zsa agent represent different figure different build tall short fat thin represent actual character control player figure represent spy friendly try confuse oppositionon turn player shake phantom prophecy randomizer determine available action eg move land route sea route player move figure try reach space occupy player figure ambassador figure space current player get right quotask questionsquot inspect card player deduction logical process elimination draw conclusion identity intention playersthe goal agent discover player partner partner half quotcodequot indicate secret mission discover think discover real identity player agent trade secret mission card ally reveal final mission complete agent team complete mission partner win gamethere character important role game ambassador clear information character want meet wellinforme useful accomplish purpose help rival far themthe   version inkognito are game raise maximum player count allow play ambassador turn gather clue player question ambassador turn player gather clue goal ambassador player know character guess identity build ambassador achieve quotperfect knowledgequot team accomplish secret mission win game,3135,https://cf.geekdo-images.com/W3BGlJsdZO0_MH75qLjStQ__original/img/MlR2wxpXBT-hMktt2P7Kgy7kA74=/0x0/filters:format(jpeg)/pic3061724.jpg,5926,1988,2.156,6.59027,3,5,90,10,1802
101,472,DungeonQuest,player explore ruin castle dragonfire try reach treasure chamber center dungeon escape alive treasure possible limited number turn game end put pressure player risk score reward leave dungeon time run die tilelaying system create mazelike dungeon ensure game exactly sameoriginally publish drakborgen dragon   alga subsidiary brio ab sell norway skatten borgen denmark drageborgen licence germany schmidt spiele drachenhort great britain game workshop dungeonqu nd edition name drakborgen legenden release   release outside sweden game relicense ffg   release rd edition year family entry informationexpande     drakborgen ii swedish expansion game workshop british release split     hero dungeonqu     dungeonquest catacombsreimplemente     drakborgen legenden     dungeonqu edition     dungeonquest revise edition,2704,https://cf.geekdo-images.com/Fj9TR_aSKK5KUi1KTmc9eA__original/img/NcygNshb8fwKgOQHgjVw4_iXZoY=/0x0/filters:format(jpeg)/pic184398.jpg,4056,1985,1.9283,6.73358,1,4,60,10,1741
102,475,Taj Mahal,northwest india beginning th century rule grand mogul wane maharishis prince seize opportunity control region influence prominent force build magnificent palace ensure steady supply commodity prince increase power successful wonthe goal game gain influence point obtain build palace acquire commodity palace build secure support vizier general monk princess grand mogul commodity gain seize control region retrieve space palace builtthere turn auction region control support vizi general monk princess grand mogul represent different symbol player use card color bid prize player play color give turn turn increase bid play card withdraw gain reward symbol majority place palace gain region tile increase score accordingly bonus point connect palace region mapafter final area board auction player high point total win gamethis game   alea big box seriesnote   edition fantasy flight game include rule   player use card include game additional component require use rule version game,7243,https://cf.geekdo-images.com/1AbjSJSVWFJ5GEXriWLd0w__original/img/pUWU53usRd2ck1OAXApT5haZUW4=/0x0/filters:format(jpeg)/pic4092498.jpg,8796,2000,2.9923,7.27856,2,5,90,12,486
103,478,Citadels,citadel player new role round represent character hire order help acquire gold erect building game end close round player erect hisher eighth building player tally point player high score winsplayer start number building card hand building come color purple building typically have special ability colored building provide benefit play particular character start round player king previous round discard character card random choose pass card player etc player secretly choose character character special ability usefulness character depend situation opponent character carry action numerical order assassin eliminate character round thief steal gold character wizard swap building card player warlord optionally destroy building play onon turn player earn gold draw building card discard optionally construct building play architect round building cost gold equal number symbol building worth certain number point addition point building end game player score bonus point have building building colorsthe expansion citadel dark city initially release separate item second edition game han m gluumlck package tin box edition fantasy flight game include expansion recognize rectangular box square dark city citadel support maximum player,49972,https://cf.geekdo-images.com/42iW4E-vOumFXRQAiSf-GA__original/img/ochY5pK4sq4vtzkka0OPRwsGLOE=/0x0/filters:format(jpeg)/pic3239104.jpg,66894,2000,2.0524,7.07887,2,8,60,10,428
104,481,Carolus Magnus,game use collection smallish hexagon cluster arrange circle   mercenary form small wooden block place land piece   player use block attempt gain control corresponding mercenary type place small block board help player control coloronce player majority control marker piece land build tower   tower serve semipermanent control marker way win   land piece control player land piece combine make position hard playersthe player place set number tower win game game end land masse reduce few case player tower place win,3457,https://cf.geekdo-images.com/HT2eLqEbib9ptJQrVSzOfg__original/img/is7-nY98d2N5hHKJQb-Y_sTIFAA=/0x0/filters:format(jpeg)/pic130679.jpg,3952,2000,2.5827,6.82358,2,4,60,12,1281
105,483,Diplomacy,classic game pure negotiation take form yearsthe avalon hill game co version wide release avalon hill games inc rerelease game   complete colorful new map metal piece     avalon hill release th anniversary edition new map cardboard piece represent army naviesin game player represent seven quotgreat power europequot great britain france austriahungary germany italy russia turkey year prior world war play begin spring   player spring autumn move year kind military unit army fleet give turn military unit limited option adjoining territory support allied unit attack adjoining territory support allied unit defend adjoining territory hold position player instruct unit write set quotordersquot outcome turn determine rule game dice roll element chance incredibly simplistic movement mechanic fuse significant negotiation element system highly respected gamersavalon hill complexity rating   reimplemente     colonial diplomacy     diplomacy classical variant     diplomacy variant,12414,https://cf.geekdo-images.com/nogL4_97ys563HqEIM3PVA__original/img/3fX1_H105KO-2CklUSV0mEAkFZQ=/0x0/filters:format(jpeg)/pic288149.jpg,20885,1959,3.3548,7.04026,2,7,360,12,650
106,491,Web of Power,player struggle influence region europe place different type control marker monastery advisor monastery basic placement goal secure majority region chain monastery decent point second place placement advisor restricted total number advisor region limit majority player number monastery game play round fast pacedonline play      httpwwwboardgamesonlinenet turnbasedimplemente bonus map china hellenia skandinavia america ad   life mar big japan soviet union      httpwwwonlinebrettspieledekukdefaultasplen aireimplemente      china      iwariexpande     web power vatican     web power duel,3395,https://cf.geekdo-images.com/AQiDnYHjzFh34SOPCNzrHg__original/img/k7n0mXH7EpF3gAZA2q4PZS__UUQ=/0x0/filters:format(jpeg)/pic209855.jpg,3254,2000,2.4441,7.30567,3,5,60,12,789
107,492,Aladdin's Dragons,immediate response richard breese keydom essen   han m glck contract basic game idea produce version game   aladdin dragon morgenland original german product cooperationthe game feature player put numbered bidding chip facedown board sequentially   player place chip area resolve   board player attempt gather treasure token overall currency game   middle board feature number special action help player cast spell trade resource token block player action   board player use treasure token purchase artifact player collect artifact end game victorwon games magazine game year award reimplement     keydomreimplemente     aladdin dragon card game version board gamemicrobadge     buy       aladdin dragon fan,3125,https://cf.geekdo-images.com/GFgQQ4ZMH8kr3LsGvYHZHw__original/img/aGawfUSiBKA_0TuH0A2k-NaaoeE=/0x0/filters:format(jpeg)/pic143493.jpg,3918,2000,2.4685,6.90575,3,5,90,10,1249
108,494,Ave Caesar,set roman coliseum player use card chariot quasivariable track track bottleneck lanechanging restriction race interesting racer similar detroitcleveland grand prix daytona   player require race lap stop hail caesar finish pit stop game light waste move take long outsideroute corner movement finish race later game revamp ausgebremst notable change modular board option reduce luckthe new cafe gamespro ludo edition   different track compare ravensburger edition   track variant side board,4456,https://cf.geekdo-images.com/LrdZCHaSnEHwabfFZagchA__original/img/LtD5xzQVAYVDISLsMrd0XqU8Avk=/0x0/filters:format(jpeg)/pic125581.jpg,4285,1989,1.3584,6.62966,2,6,30,12,1447
109,503,Through the Desert,player attempt score point snake caravan route desert try reach oasis block section desert people feel reminiscent gopublisher descriptionfrom awardwinne game designer reiner knizia come game strategy patience cool plastic camel desert treacherous mysterious mercy willing risk danger shift sunbake sand desert hold rich compare desert player control tribe nomad vie control desert establish caravan take oasis player gain point tribe increase power strategy essential decide build tribe caravan multiple way gain point way win try build long caravan dominate desert oasis nt forget eye opponent caravan find tribe cut valuable water holesthrough desert call knizia tilelaye trilogy,13054,https://cf.geekdo-images.com/AuiR-lD7RsdYLXbxMaQI8A__original/img/O15RqrkeA6i5JXIP3GwBRRwoPWI=/0x0/filters:format(jpeg)/pic3764263.jpg,14422,1998,2.2044,7.07686,2,5,45,10,522
110,520,Axis & Allies: Europe,release avalon hill game hasbro aampa europe use system original axis amp ally focus game european theater wwii new unit add game destroyer artillery modification rule overall strategic scenario,2483,https://cf.geekdo-images.com/dwiaBrOco-sSJLpG1FR7Ng__original/img/y73JT-XbpkuM0NQ-6l1A4O1jykY=/0x0/filters:format(jpeg)/pic6050812.jpg,4273,1999,2.8421,6.5141,2,4,210,12,2433
111,521,Crokinole,crokinole dexterity traditional gamecrokinole play circular wooden board wooden circular disk play piecesplayer turn shoot disk circular wooden board flick disk finger   player try land disk scoring region board high scoring area recess hole center board   round playerside alternately shoot set number disk usually     shoot disk turna traditional game variation play following method base national crokinole association rule govern world crokinole championshipplayer position disk start turn quadrant touch outer scoring ring boundaryif opponent disk board aim center boardif opponent disk board aim hit opponent piece directly carrom shotthe center recess hole worth   point disk remove score end round land center holedisk outside outer scoring ring end shot touch outer scoring ring end shot remove play roundscoring cancellation scoring eg playerside score   playerside score   playerside score usually play twoplayer game fourplayer game partnersplay set score usually playerside alternately play set quotmatch scoringquot winner round score   point tie player score   point quotgamequot usually play round winner quotgamequot point number quotgamesquot match set tournamentthe world crokinole championship use quotmatch scoringquot,13284,https://cf.geekdo-images.com/7ejbxsn-UtLl3ehamuAEdw__original/img/HJOZG6y87_skppfIqX-voRlhNxE=/0x0/filters:format(jpeg)/pic79413.jpg,11809,1876,1.25,7.93845,2,4,30,8,65
112,526,Abalone,beautiful functional board room team large marble player turn push marble board goal push oppose player marble board central idea column marble weight give number marble line need push heavy group marble order push column axis possible direction difficult defend perfectly possible play game player supplemental marble set purchase,6665,https://cf.geekdo-images.com/UzH1jAlqYUH9VEq2Wtvzjw__original/img/pURND_gEV9F5VLeUWLqYFP3UQAQ=/0x0/filters:format(jpeg)/pic5253079.jpg,10519,1987,2.1812,6.45465,2,2,30,7,1721
113,527,GIPF,gipf strategic game player base classic concept turn player introduce piece play achieve fourin arow player remove row capture opponent piece extend row principle capture piece create time completely change situation board purpose form successive row piece opponent piece leave bring playgipf game project project concern group game extra piece follow step step game project playable separately mean extra piece combination gipf concern system make win lose gipfrelate game strategic factor game gipf itselfthis game project gipf,3016,https://cf.geekdo-images.com/ZqhrkY3lhZ1ecQqaUovLHw__original/img/4JAfZ5lOMoQzwSaIL3dw-_Bt4rQ=/0x0/filters:format(png)/pic2844819.png,4928,1996,2.7742,7.09397,2,2,60,9,1060
114,528,ZÈRTZ,zegravertz addition gipf project player compete acquire set multicolore ball accomplish jump ball checkersstyle hex board player turn consist jump force place color ball board remove space edge board manner play space continually shrink give endgame claustrophobic feelthis game project gipf,4005,https://cf.geekdo-images.com/3aBBkCyv1H8nt84n7eGoAw__original/img/yB4pzxo1JfqEycYD6FBt3ym4eFQ=/0x0/filters:format(jpeg)/pic3140639.jpg,5794,1999,2.7455,7.27648,2,2,60,9,717
115,551,Battle Cry,low complexity game variety civil war battle   modular terrain use hexagonal tile allow setup famous civil war battle field plethora plastic civil war miniature represent force conflict infantry cavalry artillery leader   player manage hand card provide different order troop right flank leave flank center position battlefieldthis game use evolve richard borg command color systemthe game rule include follow scenariosfirst bull runst july pea ridgeth march kernstownrd march shilohth april gaines millth june brawners farmth august antietamth september fredericksburgth december murfreesborost december chancellorsvillerd gettysburgnd july gettysburgrd july chickamaugath september new marketth new hope churchth,3464,https://cf.geekdo-images.com/NQtwxlqZJveWv0Sm9SZVSg__original/img/a_S_P0dbH5q51nJTsrMb4ENNoak=/0x0/filters:format(jpeg)/pic6531255.jpg,4311,1999,2.0955,7.14976,2,2,45,10,942
